loan_id,orig_upb,credit_score,ltv,dti,state,loan_purpose,property_type,vintage
139440262,318000.0,796.0,45,20,WA,P,CO,112024
139440263,547000.0,725.0,75,41,TN,P,PU,122024
139440264,501000.0,670.0,65,44,NY,C,SF,122024
139440265,606000.0,744.0,90,49,AZ,P,PU,102024
139440266,285000.0,788.0,45,37,MA,P,SF,112024
139440267,543000.0,696.0,70,47,MD,C,SF,12025
139440268,294000.0,801.0,97,46,NC,P,PU,112024
139440269,117000.0,739.0,90,41,OH,P,SF,122024
139440270,415000.0,761.0,64,35,NJ,P,CO,112024
139440271,300000.0,778.0,57,21,IN,R,SF,122024
139440272,693000.0,807.0,95,43,CA,P,PU,12025
139440273,299000.0,736.0,97,45,NY,P,SF,12025
139440274,383000.0,711.0,97,35,IA,P,PU,122024
139440275,180000.0,805.0,50,14,TN,P,SF,122024
139440276,378000.0,806.0,74,42,IA,P,SF,122024
139440277,256000.0,800.0,80,29,FL,P,PU,102024
139440278,146000.0,741.0,97,21,AL,P,SF,122024
139440279,300000.0,774.0,86,44,NJ,P,SF,122024
139440280,347000.0,804.0,95,48,MI,P,PU,12025
139440281,190000.0,737.0,47,30,WI,C,SF,122024
139440282,487000.0,770.0,67,38,SC,P,PU,12025
139440283,111000.0,700.0,37,42,FL,C,MH,122024
139440284,160000.0,667.0,64,33,NC,R,SF,102024
139440285,508000.0,790.0,80,36,AZ,P,SF,122024
139440286,496000.0,791.0,80,39,MA,P,SF,12025
139440287,158000.0,736.0,92,35,AL,P,SF,112024
139440288,516000.0,815.0,33,38,NC,P,SF,122024
139440289,87000.0,754.0,90,48,PA,P,SF,122024
139440290,280000.0,797.0,45,35,CA,P,CO,112024
139440291,203000.0,800.0,80,19,PA,P,SF,102024
139440292,580000.0,743.0,95,44,NC,P,SF,102024
139440293,261000.0,809.0,78,50,NC,P,PU,122024
139440294,300000.0,745.0,77,33,MN,P,SF,12025
139440295,211000.0,725.0,68,35,AZ,C,PU,122024
139440296,132000.0,743.0,80,25,IL,P,CP,102024
139440297,324000.0,770.0,76,47,UT,R,SF,122024
139440298,198000.0,740.0,89,29,MS,P,SF,122024
139440299,327000.0,803.0,90,40,CT,P,SF,122024
139440300,212000.0,741.0,85,29,IA,P,SF,122024
139440301,200000.0,748.0,95,42,TX,P,SF,102024
139440302,652000.0,817.0,80,40,IL,R,SF,122024
139440303,382000.0,779.0,80,50,FL,P,SF,112024
139440304,305000.0,798.0,76,45,SC,P,SF,12025
139440305,185000.0,696.0,95,27,KS,P,SF,12025
139440306,271000.0,793.0,65,36,NV,R,PU,122024
139440307,161000.0,807.0,75,38,MI,C,CO,92024
139440308,285000.0,808.0,38,38,CA,C,SF,122024
139440309,396000.0,803.0,80,47,MN,P,SF,122024
139440310,148000.0,809.0,80,44,AZ,P,SF,122024
139440311,241000.0,785.0,95,41,FL,P,SF,122024
139440312,570000.0,797.0,80,44,NC,P,PU,122024
139440313,140000.0,795.0,65,44,SC,C,MH,122024
139440314,165000.0,724.0,94,48,IN,P,SF,122024
139440315,170000.0,764.0,50,45,WI,P,SF,122024
139440316,198000.0,698.0,90,31,MI,P,SF,122024
139440317,100000.0,663.0,23,36,PA,C,SF,122024
139440318,402000.0,613.0,51,39,FL,C,PU,122024
139440319,102000.0,756.0,44,33,KY,C,SF,122024
139440320,226000.0,780.0,80,43,MN,P,SF,12025
139440321,710000.0,779.0,85,45,TX,P,PU,122024
139440322,96000.0,746.0,70,46,FL,P,CO,92024
139440323,896000.0,805.0,60,39,WA,R,PU,122024
139440324,202000.0,724.0,90,27,AL,P,SF,122024
139440325,460000.0,785.0,55,34,CA,P,SF,112024
139440326,215000.0,759.0,80,50,GA,P,PU,122024
139440327,370000.0,798.0,80,46,FL,P,CO,122024
139440328,554000.0,761.0,66,31,IL,P,SF,122024
139440329,466000.0,798.0,72,42,OH,R,PU,112024
139440330,500000.0,783.0,55,27,FL,P,CO,12025
139440331,150000.0,692.0,79,46,IN,P,SF,122024
139440332,326000.0,731.0,80,38,ID,P,PU,122024
139440333,926000.0,776.0,95,35,MD,P,SF,102024
139440334,447000.0,774.0,70,42,CO,P,SF,12025
139440335,148000.0,787.0,80,47,TX,P,SF,122024
139440336,372000.0,784.0,80,22,CA,P,CO,122024
139440337,481000.0,794.0,90,32,NV,P,PU,122024
139440338,310000.0,710.0,80,48,TN,R,SF,122024
139440339,257000.0,774.0,97,44,FL,P,CO,12025
139440340,305000.0,628.0,75,15,CA,P,SF,122024
139440341,136000.0,651.0,47,26,AZ,C,SF,12025
139440342,175000.0,791.0,70,29,SC,P,SF,122024
139440343,284000.0,806.0,80,19,OR,P,SF,82024
139440344,317000.0,776.0,77,37,MI,P,SF,122024
139440345,113000.0,727.0,75,46,FL,P,SF,122024
139440346,323000.0,791.0,95,22,TX,P,MH,122024
139440347,295000.0,750.0,95,29,PA,P,PU,122024
139440348,125000.0,723.0,97,46,MI,P,SF,122024
139440349,128000.0,765.0,35,16,TX,P,PU,122024
139440350,347000.0,809.0,76,50,CA,P,CO,112024
139440351,365000.0,773.0,90,31,MO,P,PU,112024
139440352,93000.0,692.0,90,42,NM,P,CO,12025
139440353,635000.0,800.0,80,34,CO,P,PU,122024
139440354,121000.0,737.0,66,30,OK,C,SF,122024
139440355,282000.0,778.0,89,24,TN,P,SF,12025
139440356,194000.0,780.0,40,47,FL,P,SF,122024
139440357,364000.0,790.0,80,41,NY,P,SF,122024
139440358,324000.0,793.0,80,42,NC,P,SF,122024
139440359,229000.0,709.0,80,34,WA,C,SF,122024
139440360,356000.0,796.0,95,43,MD,P,PU,112024
139440361,437000.0,780.0,90,50,AR,P,PU,122024
139440362,390000.0,768.0,93,36,TX,P,PU,122024
139440363,390000.0,778.0,44,37,CA,R,SF,122024
139440364,294000.0,725.0,70,45,KS,P,SF,12025
139440365,190000.0,739.0,95,35,WI,P,SF,122024
139440366,133000.0,743.0,95,32,KS,P,SF,122024
139440367,448000.0,774.0,80,50,FL,P,SF,122024
139440368,418000.0,743.0,95,42,FL,P,PU,122024
139440369,539000.0,728.0,95,39,TX,P,PU,122024
139440370,236000.0,766.0,75,50,AZ,P,CO,122024
139440371,222000.0,785.0,90,49,IL,P,SF,12025
139440372,409000.0,752.0,97,33,MD,P,SF,112024
139440373,315000.0,702.0,90,47,NJ,P,CO,122024
139440374,166000.0,745.0,95,48,AR,P,SF,122024
139440375,802000.0,816.0,37,29,MD,C,SF,122024
139440376,211000.0,699.0,80,48,TX,P,PU,122024
139440377,139000.0,719.0,90,39,NY,P,SF,122024
139440378,803000.0,695.0,66,46,GA,P,SF,112024
139440379,250000.0,807.0,54,45,CA,P,SF,122024
139440380,319000.0,791.0,18,44,CO,C,SF,122024
139440381,256000.0,770.0,80,35,VA,P,SF,102024
139440382,419000.0,816.0,58,40,FL,R,PU,122024
139440383,426000.0,810.0,97,38,WI,R,SF,12025
139440384,400000.0,776.0,47,32,CA,P,PU,122024
139440385,207000.0,770.0,97,40,PA,P,SF,112024
139440386,589000.0,733.0,95,47,CO,P,SF,122024
139440387,645000.0,815.0,75,31,CA,P,SF,122024
139440388,305000.0,808.0,80,46,GA,P,PU,12025
139440389,292000.0,743.0,95,41,WA,R,CO,12025
139440390,250000.0,801.0,64,48,AZ,P,PU,12025
139440391,279000.0,772.0,97,34,IL,P,SF,122024
139440392,621000.0,812.0,80,27,AZ,R,PU,122024
139440393,200000.0,756.0,67,32,AL,P,SF,122024
139440394,257000.0,649.0,90,26,NY,P,SF,12025
139440395,689000.0,774.0,95,42,WI,P,SF,12025
139440396,344000.0,794.0,66,47,KS,P,SF,112024
139440397,235000.0,770.0,70,43,MD,C,SF,72024
139440398,795000.0,634.0,57,45,SD,P,SF,122024
139440399,276000.0,816.0,80,49,FL,P,PU,122024
139440400,391000.0,793.0,80,44,TX,P,PU,122024
139440401,337000.0,718.0,57,49,TX,P,PU,122024
139440402,725000.0,766.0,95,46,CA,P,SF,122024
139440403,257000.0,793.0,95,47,FL,P,SF,12025
139440404,202000.0,669.0,80,50,MD,P,SF,122024
139440405,189000.0,740.0,97,48,TX,P,SF,122024
139440406,100000.0,714.0,91,41,OH,P,SF,12025
139440407,248000.0,755.0,80,31,CT,C,SF,122024
139440408,375000.0,712.0,75,49,FL,P,CO,122024
139440409,140000.0,675.0,70,39,TX,C,SF,122024
139440410,75000.0,801.0,22,6,TN,P,SF,122024
139440411,306000.0,764.0,80,46,OH,P,PU,122024
139440412,514000.0,750.0,85,48,WA,P,CO,122024
139440413,560000.0,809.0,90,27,AZ,P,PU,122024
139440414,186000.0,689.0,97,31,OH,P,SF,12025
139440415,165000.0,699.0,90,32,IN,P,SF,122024
139440416,344000.0,782.0,97,34,NM,P,SF,112024
139440417,474000.0,695.0,60,27,MO,P,PU,122024
139440418,500000.0,769.0,79,35,FL,P,PU,122024
139440419,508000.0,809.0,95,35,OR,P,SF,122024
139440420,369000.0,778.0,90,47,AZ,P,PU,122024
139440421,615000.0,808.0,75,34,VT,P,SF,12025
139440422,371000.0,662.0,79,33,SC,P,PU,112024
139440423,270000.0,794.0,60,34,IA,P,SF,112024
139440424,121000.0,747.0,97,38,IL,P,SF,122024
139440425,360000.0,758.0,90,25,ID,P,SF,12025
139440426,111000.0,693.0,89,45,IL,P,SF,12025
139440427,100000.0,737.0,46,35,TX,C,SF,122024
139440428,345000.0,752.0,78,37,VA,P,CO,122024
139440429,412000.0,765.0,80,35,NJ,P,SF,12025
139440430,550000.0,746.0,58,38,CT,P,SF,122024
139440431,174000.0,699.0,60,43,OH,C,SF,122024
139440432,155000.0,762.0,37,30,PA,C,SF,112024
139440433,260000.0,773.0,97,40,NE,P,PU,112024
139440434,492000.0,790.0,80,44,NJ,P,SF,122024
139440435,396000.0,817.0,72,44,CO,P,PU,122024
139440436,166000.0,809.0,80,21,CO,P,PU,102024
139440437,95000.0,711.0,95,49,MI,P,SF,102024
139440438,408000.0,779.0,88,42,MI,P,CO,122024
139440439,671000.0,776.0,80,42,TX,P,PU,112024
139440440,179000.0,682.0,97,38,NC,P,SF,122024
139440441,185000.0,727.0,97,36,MO,P,SF,102024
139440442,140000.0,692.0,90,43,TX,P,SF,12025
139440443,140000.0,767.0,54,37,WV,P,PU,122024
139440444,416000.0,800.0,70,27,NV,P,PU,12025
139440445,352000.0,645.0,78,35,AZ,P,PU,112024
139440446,470000.0,789.0,97,35,UT,P,PU,122024
139440447,225000.0,781.0,97,39,OH,P,SF,12025
139440448,185000.0,789.0,75,44,IL,R,PU,112024
139440449,192000.0,791.0,75,41,MI,P,SF,122024
139440450,437000.0,805.0,80,37,IL,P,SF,122024
139440451,263000.0,801.0,95,49,NC,P,PU,112024
139440452,110000.0,721.0,80,40,NE,P,CO,112024
139440453,797000.0,816.0,43,16,VA,R,SF,102024
139440454,501000.0,777.0,95,49,CO,P,SF,12025
139440455,608000.0,758.0,95,45,FL,P,SF,122024
139440456,238000.0,808.0,50,46,CT,P,SF,12025
139440457,160000.0,744.0,80,47,TN,P,SF,122024
139440458,267000.0,788.0,54,36,TX,C,SF,122024
139440459,274000.0,717.0,90,48,MO,R,SF,122024
139440460,179000.0,739.0,80,39,TN,P,SF,12025
139440461,356000.0,797.0,95,17,PA,P,SF,112024
139440462,500000.0,794.0,32,32,NJ,R,SF,122024
139440463,257000.0,745.0,97,41,MN,P,SF,12025
139440464,368000.0,741.0,80,49,TX,P,PU,112024
139440465,683000.0,749.0,90,47,MD,R,PU,122024
139440466,548000.0,735.0,70,43,CA,C,SF,122024
139440467,228000.0,651.0,70,45,NY,C,PU,122024
139440468,300000.0,781.0,25,20,DE,P,SF,122024
139440469,900000.0,793.0,75,41,CA,P,CO,112024
139440470,203000.0,798.0,67,40,TN,P,SF,122024
139440471,500000.0,791.0,80,41,CO,P,SF,122024
139440472,266000.0,694.0,95,38,MN,P,SF,122024
139440473,459000.0,804.0,90,48,FL,P,SF,12025
139440474,197000.0,725.0,82,31,MO,R,SF,112024
139440475,246000.0,778.0,55,28,VA,C,PU,122024
139440476,600000.0,748.0,80,47,GA,R,SF,122024
139440477,252000.0,771.0,80,36,GA,P,SF,102024
139440478,460000.0,800.0,60,24,CO,P,CO,12025
139440479,70000.0,,70,11,KY,P,CO,12025
139440480,78000.0,787.0,23,28,ID,R,SF,122024
139440481,200000.0,683.0,56,33,SD,C,SF,12025
139440482,314000.0,725.0,73,31,NE,P,PU,122024
139440483,350000.0,776.0,72,44,AZ,P,SF,122024
139440484,536000.0,817.0,90,38,CA,P,CO,112024
139440485,123000.0,806.0,75,43,OH,P,SF,12025
139440486,290000.0,763.0,95,31,OK,P,PU,112024
139440487,160000.0,757.0,37,36,IN,P,SF,122024
139440488,420000.0,807.0,80,47,NC,P,SF,122024
139440489,392000.0,816.0,80,30,IL,P,PU,122024
139440490,432000.0,758.0,90,50,TX,P,PU,112024
139440491,302000.0,763.0,85,47,CA,P,CO,122024
139440492,187000.0,801.0,97,43,OK,P,PU,122024
139440493,89000.0,814.0,85,29,OH,P,SF,122024
139440494,100000.0,667.0,39,38,TX,C,SF,122024
139440495,803000.0,801.0,75,50,GA,P,PU,92024
139440496,549000.0,800.0,90,26,PA,P,PU,112024
139440497,430000.0,752.0,75,46,TX,P,PU,122024
139440498,264000.0,690.0,97,50,TX,P,SF,122024
139440499,100000.0,771.0,13,21,SC,P,PU,122024
139440500,269000.0,752.0,58,36,MO,P,PU,122024
139440501,390000.0,777.0,73,50,MA,P,CO,122024
139440502,729000.0,768.0,90,50,TX,P,PU,122024
139440503,976000.0,785.0,90,27,NY,P,CO,12025
139440504,140000.0,773.0,80,26,WA,P,SF,122024
139440505,417000.0,749.0,97,50,VA,P,SF,122024
139440506,438000.0,778.0,71,34,WI,P,PU,12025
139440507,245000.0,791.0,70,34,MN,P,SF,12025
139440508,134000.0,627.0,67,29,PA,C,SF,122024
139440509,252000.0,765.0,97,41,TX,P,SF,112024
139440510,202000.0,810.0,58,15,TX,P,PU,122024
139440511,427000.0,741.0,80,46,NV,P,PU,12025
139440512,225000.0,761.0,75,35,MO,P,SF,112024
139440513,268000.0,757.0,85,36,FL,P,SF,122024
139440514,184000.0,729.0,80,38,IA,P,SF,122024
139440515,572000.0,692.0,90,37,FL,P,PU,122024
139440516,380000.0,701.0,95,43,MA,P,SF,122024
139440517,370000.0,775.0,93,42,AL,P,SF,122024
139440518,524000.0,812.0,75,38,NY,P,SF,12025
139440519,500000.0,784.0,60,36,WI,R,PU,122024
139440520,570000.0,726.0,95,49,WA,P,SF,112024
139440521,464000.0,750.0,70,49,WA,P,PU,122024
139440522,140000.0,798.0,34,22,TN,C,SF,122024
139440523,454000.0,706.0,80,47,MD,P,SF,122024
139440524,289000.0,790.0,75,47,VA,P,PU,122024
139440525,259000.0,789.0,45,39,NC,P,PU,122024
139440526,339000.0,827.0,95,43,ND,P,PU,122024
139440527,372000.0,810.0,80,43,TX,P,PU,122024
139440528,437000.0,719.0,60,43,GA,C,PU,122024
139440529,587000.0,762.0,33,46,TN,P,PU,102024
139440530,337000.0,717.0,95,44,AZ,P,SF,122024
139440531,680000.0,825.0,85,47,AZ,P,PU,12025
139440532,193000.0,791.0,95,34,PA,P,SF,122024
139440533,263000.0,709.0,80,47,TN,P,SF,122024
139440534,225000.0,778.0,79,47,MO,R,PU,112024
139440535,850000.0,764.0,63,47,HI,P,SF,122024
139440536,393000.0,697.0,97,37,NJ,P,SF,122024
139440537,765000.0,794.0,85,43,TX,P,PU,102024
139440538,232000.0,681.0,80,44,GA,P,PU,12025
139440539,265000.0,730.0,51,49,AL,C,SF,12025
139440540,427000.0,774.0,25,45,CA,P,CO,122024
139440541,143000.0,728.0,58,45,IN,C,SF,112024
139440542,90000.0,681.0,78,22,TN,P,MH,122024
139440543,269000.0,815.0,80,38,FL,P,PU,112024
139440544,803000.0,767.0,65,39,TX,C,PU,112024
139440545,523000.0,802.0,95,36,OR,P,SF,122024
139440546,344000.0,765.0,97,34,GA,P,PU,122024
139440547,595000.0,795.0,85,30,NY,P,SF,122024
139440548,195000.0,777.0,95,24,VA,P,PU,122024
139440549,150000.0,787.0,58,22,TN,P,PU,122024
139440550,204000.0,771.0,32,32,OR,C,SF,112024
139440551,278000.0,700.0,97,37,IL,P,SF,122024
139440552,232000.0,787.0,44,49,NY,P,CO,122024
139440553,210000.0,771.0,75,45,WI,P,CO,112024
139440554,211000.0,700.0,59,23,CO,C,SF,122024
139440555,269000.0,759.0,97,45,KY,P,PU,122024
139440556,559000.0,799.0,80,37,OR,R,PU,102024
139440557,90000.0,782.0,36,48,TX,R,SF,122024
139440558,252000.0,697.0,80,46,LA,P,SF,122024
139440559,321000.0,820.0,41,40,CA,P,PU,112024
139440560,746000.0,738.0,80,50,TX,P,PU,122024
139440561,494000.0,773.0,80,35,NC,P,PU,122024
139440562,150000.0,637.0,42,41,TX,C,SF,122024
139440563,592000.0,769.0,90,35,AZ,P,PU,122024
139440564,285000.0,781.0,95,32,OH,P,PU,72024
139440565,160000.0,681.0,38,31,AZ,C,SF,122024
139440566,640000.0,794.0,95,37,GA,P,SF,122024
139440567,432000.0,731.0,78,49,TX,P,PU,122024
139440568,330000.0,747.0,78,33,OK,C,PU,122024
139440569,632000.0,802.0,80,34,FL,P,PU,12025
139440570,567000.0,783.0,48,33,CA,P,CO,122024
139440571,281000.0,803.0,90,33,NC,P,SF,12025
139440572,286000.0,793.0,97,43,VA,P,PU,12025
139440573,977000.0,809.0,90,49,WA,P,SF,122024
139440574,200000.0,769.0,68,28,FL,P,PU,122024
139440575,445000.0,789.0,59,43,VA,C,PU,12025
139440576,360000.0,722.0,80,48,NV,P,PU,102024
139440577,223000.0,775.0,95,48,MI,P,CO,122024
139440578,572000.0,817.0,80,45,WA,P,SF,122024
139440579,595000.0,721.0,75,49,NJ,R,CO,12025
139440580,300000.0,751.0,56,37,MA,P,SF,122024
139440581,716000.0,787.0,80,20,NV,P,PU,122024
139440582,456000.0,687.0,57,49,CO,C,PU,12025
139440583,194000.0,659.0,51,34,TN,P,SF,122024
139440584,204000.0,753.0,85,38,DE,P,SF,122024
139440585,46000.0,752.0,46,24,IL,C,SF,122024
139440586,267000.0,776.0,50,50,AZ,P,PU,122024
139440587,171000.0,747.0,42,41,IN,P,SF,122024
139440588,452000.0,806.0,80,26,FL,P,PU,122024
139440589,146000.0,775.0,97,28,IN,P,SF,122024
139440590,356000.0,680.0,95,41,GA,P,SF,122024
139440591,150000.0,798.0,24,32,FL,P,PU,122024
139440592,212000.0,795.0,97,37,AZ,P,CO,122024
139440593,160000.0,754.0,97,24,OH,P,SF,12025
139440594,342000.0,780.0,95,26,PA,P,SF,122024
139440595,138000.0,795.0,80,49,TN,R,SF,122024
139440596,246000.0,742.0,95,31,GA,P,SF,122024
139440597,522000.0,788.0,71,35,CA,P,SF,12025
139440598,767000.0,757.0,60,50,CO,P,PU,122024
139440599,461000.0,759.0,95,30,TX,P,SF,112024
139440600,410000.0,750.0,95,33,NY,P,SF,102024
139440601,476000.0,776.0,80,44,CA,P,SF,122024
139440602,261000.0,764.0,90,28,NC,P,SF,122024
139440603,180000.0,777.0,67,33,CO,C,SF,112024
139440604,240000.0,727.0,97,41,MN,P,PU,112024
139440605,112000.0,641.0,86,46,IA,P,SF,122024
139440606,213000.0,730.0,70,34,SC,C,SF,122024
139440607,584000.0,700.0,95,43,GA,P,PU,122024
139440608,207000.0,801.0,95,26,OH,P,SF,112024
139440609,335000.0,757.0,97,46,NC,P,SF,12025
139440610,283000.0,669.0,44,36,FL,C,SF,12025
139440611,738000.0,756.0,90,36,CA,P,SF,12025
139440612,399000.0,793.0,95,47,CA,P,SF,112024
139440613,799000.0,786.0,85,49,CA,P,CO,102024
139440614,163000.0,629.0,75,45,KY,P,SF,122024
139440615,305000.0,785.0,80,48,NC,P,PU,122024
139440616,296000.0,803.0,97,49,TX,P,SF,112024
139440617,276000.0,778.0,80,46,IN,P,PU,122024
139440618,432000.0,737.0,95,46,MD,P,SF,12025
139440619,803000.0,680.0,89,50,CA,P,SF,102024
139440620,648000.0,770.0,65,28,AZ,R,PU,122024
139440621,146000.0,693.0,97,21,IN,P,SF,12025
139440622,399000.0,747.0,95,45,NM,P,SF,112024
139440623,124000.0,780.0,72,30,FL,P,CO,122024
139440624,278000.0,802.0,87,36,CT,P,CO,102024
139440625,285000.0,726.0,90,35,GA,P,PU,122024
139440626,516000.0,810.0,80,42,MD,P,SF,122024
139440627,150000.0,636.0,60,39,TN,C,SF,122024
139440628,315000.0,672.0,48,49,VA,P,CO,12025
139440629,126000.0,714.0,95,43,IL,P,SF,122024
139440630,361000.0,744.0,95,47,TX,P,PU,112024
139440631,500000.0,778.0,97,50,CA,P,CO,112024
139440632,575000.0,808.0,95,38,AZ,P,PU,112024
139440633,499000.0,712.0,95,50,MD,P,PU,12025
139440634,157000.0,751.0,95,50,OH,P,SF,122024
139440635,364000.0,797.0,70,27,CO,P,SF,122024
139440636,270000.0,699.0,60,49,VA,C,SF,122024
139440637,102000.0,722.0,69,44,MN,P,CO,102024
139440638,135000.0,687.0,56,14,TX,C,SF,122024
139440639,224000.0,689.0,90,48,LA,P,SF,122024
139440640,155000.0,633.0,29,45,MD,C,SF,122024
139440641,252000.0,746.0,42,34,NC,R,PU,122024
139440642,332000.0,784.0,80,33,NY,P,CP,122024
139440643,696000.0,790.0,80,42,FL,P,SF,122024
139440644,660000.0,793.0,80,31,DE,P,PU,122024
139440645,364000.0,765.0,80,47,UT,P,PU,122024
139440646,423000.0,744.0,90,22,TX,P,SF,122024
139440647,252000.0,802.0,80,34,ND,P,SF,112024
139440648,329000.0,795.0,74,30,WI,R,SF,12025
139440649,171000.0,786.0,54,24,IA,P,SF,12025
139440650,197000.0,799.0,88,41,MO,P,SF,122024
139440651,500000.0,794.0,80,40,MI,P,SF,122024
139440652,264000.0,769.0,80,37,TX,P,PU,112024
139440653,384000.0,804.0,80,28,NJ,P,CO,112024
139440654,504000.0,754.0,95,45,FL,P,SF,122024
139440655,160000.0,660.0,57,43,TX,C,SF,12025
139440656,200000.0,783.0,80,35,NY,P,CP,102024
139440657,230000.0,698.0,62,35,TX,C,PU,122024
139440658,102000.0,812.0,29,15,OH,P,PU,122024
139440659,60000.0,656.0,12,26,GA,C,PU,12025
139440660,201000.0,770.0,60,43,CA,P,SF,12025
139440661,318000.0,786.0,66,27,NE,R,SF,12025
139440662,656000.0,812.0,80,46,UT,P,PU,122024
139440663,450000.0,753.0,75,45,MD,C,PU,12025
139440664,157000.0,727.0,90,46,KY,P,SF,12025
139440665,499000.0,804.0,95,46,MN,P,PU,122024
139440666,285000.0,801.0,85,47,PA,P,SF,12025
139440667,355000.0,759.0,59,48,WA,P,CO,122024
139440668,310000.0,749.0,95,45,MS,P,SF,122024
139440669,140000.0,696.0,60,45,TX,C,SF,122024
139440670,364000.0,740.0,56,44,GA,R,SF,122024
139440671,566000.0,795.0,90,34,TX,P,SF,122024
139440672,316000.0,773.0,80,45,TX,P,PU,122024
139440673,170000.0,750.0,97,40,SC,P,SF,122024
139440674,214000.0,792.0,95,43,WI,P,SF,122024
139440675,426000.0,793.0,75,39,TX,R,PU,122024
139440676,302000.0,765.0,78,38,CO,P,SF,122024
139440677,240000.0,734.0,79,47,CA,P,SF,102024
139440678,300000.0,813.0,60,47,OR,C,SF,12025
139440679,460000.0,813.0,80,37,WA,P,SF,12025
139440680,451000.0,771.0,95,50,IL,P,SF,122024
139440681,190000.0,740.0,71,48,NM,P,SF,12025
139440682,420000.0,812.0,60,11,MN,P,PU,122024
139440683,767000.0,795.0,94,43,TX,P,PU,122024
139440684,191000.0,784.0,97,41,WI,P,SF,112024
139440685,156000.0,671.0,52,45,NJ,C,CO,122024
139440686,384000.0,774.0,80,50,TX,P,PU,122024
139440687,791000.0,782.0,97,49,MD,P,PU,122024
139440688,148000.0,747.0,89,32,IN,P,SF,122024
139440689,203000.0,700.0,65,43,LA,R,SF,12025
139440690,461000.0,715.0,60,47,TX,R,PU,112024
139440691,228000.0,701.0,80,38,MI,R,SF,122024
139440692,235000.0,654.0,93,47,WI,P,SF,122024
139440693,533000.0,761.0,70,37,CO,R,SF,122024
139440694,143000.0,751.0,75,33,NH,P,CO,112024
139440695,94000.0,813.0,75,35,AR,P,SF,122024
139440696,429000.0,718.0,63,50,FL,P,PU,122024
139440697,228000.0,708.0,95,41,NC,P,SF,112024
139440698,450000.0,807.0,90,43,MA,P,CO,122024
139440699,147000.0,783.0,95,17,TN,P,SF,122024
139440700,395000.0,752.0,70,42,OR,P,SF,122024
139440701,268000.0,771.0,28,41,UT,R,SF,122024
139440702,338000.0,779.0,75,44,CA,P,CO,122024
139440703,383000.0,762.0,97,41,TX,P,PU,102024
139440704,454000.0,801.0,76,35,KS,P,PU,122024
139440705,223000.0,806.0,32,26,TX,P,PU,122024
139440706,440000.0,783.0,87,26,NY,P,CP,122024
139440707,301000.0,786.0,97,34,GA,P,SF,112024
139440708,285000.0,811.0,59,19,GA,P,PU,12025
139440709,249000.0,721.0,89,41,GA,P,SF,102024
139440710,381000.0,809.0,95,49,VA,P,PU,122024
139440711,210000.0,763.0,69,50,SC,C,SF,122024
139440712,122000.0,759.0,26,33,PA,C,SF,122024
139440713,542000.0,703.0,80,46,NC,P,PU,122024
139440714,213000.0,749.0,97,42,WI,P,SF,12025
139440715,674000.0,788.0,75,17,CA,P,PU,122024
139440716,90000.0,745.0,69,37,IA,C,SF,122024
139440717,425000.0,797.0,66,38,ND,P,PU,122024
139440718,172000.0,805.0,80,35,OK,P,SF,12025
139440719,164000.0,729.0,80,40,NY,P,CP,112024
139440720,222000.0,756.0,95,31,LA,P,PU,122024
139440721,276000.0,762.0,95,43,NC,P,SF,122024
139440722,169000.0,798.0,80,45,PA,P,SF,122024
139440723,175000.0,800.0,40,32,FL,R,SF,72024
139440724,238000.0,777.0,90,32,TX,P,PU,122024
139440725,290000.0,822.0,47,48,WA,P,CO,122024
139440726,95000.0,769.0,43,49,GA,P,CO,112024
139440727,240000.0,808.0,80,29,FL,P,SF,122024
139440728,135000.0,729.0,95,20,AR,P,SF,122024
139440729,522000.0,710.0,90,48,TX,P,PU,122024
139440730,242000.0,712.0,95,46,VA,P,PU,112024
139440731,456000.0,808.0,80,47,TX,P,PU,122024
139440732,288000.0,788.0,80,46,CO,P,SF,12025
139440733,95000.0,739.0,25,23,NC,P,PU,122024
139440734,310000.0,678.0,69,50,GA,P,PU,122024
139440735,265000.0,695.0,64,46,CA,P,SF,112024
139440736,210000.0,804.0,38,25,TN,P,PU,122024
139440737,201000.0,687.0,24,43,OK,R,PU,122024
139440738,357000.0,764.0,95,36,OK,P,PU,122024
139440739,650000.0,799.0,48,50,WA,P,PU,122024
139440740,256000.0,660.0,80,50,GA,P,SF,122024
139440741,150000.0,797.0,49,47,IN,P,PU,122024
139440742,150000.0,677.0,56,41,FL,C,SF,122024
139440743,20000.0,671.0,10,31,AL,C,SF,112024
139440744,235000.0,749.0,97,28,NY,P,SF,12025
139440745,464000.0,804.0,85,34,NC,R,PU,122024
139440746,136000.0,736.0,97,30,CA,P,SF,122024
139440747,118000.0,801.0,19,24,AR,P,SF,122024
139440748,537000.0,793.0,95,37,IL,P,SF,122024
139440749,167000.0,648.0,44,45,FL,C,SF,112024
139440750,270000.0,759.0,65,49,OR,P,MH,112024
139440751,384000.0,799.0,82,15,AL,P,SF,12025
139440752,510000.0,738.0,60,42,SD,C,SF,122024
139440753,308000.0,712.0,80,47,NC,P,SF,112024
139440754,120000.0,718.0,80,43,LA,P,SF,102024
139440755,272000.0,766.0,80,38,OH,P,PU,122024
139440756,485000.0,766.0,95,44,IL,P,SF,112024
139440757,177000.0,716.0,97,49,IA,P,SF,112024
139440758,510000.0,745.0,63,38,NY,P,SF,112024
