loan_id,reporting_period,delinquency_status,current_upb,update_date
139458850,72025,,215000.0,2025-04-01
139441769,102025,,354597.77,2025-04-01
139455490,12025,,162000.0,2025-04-01
139446495,112025,,742199.71,2025-04-01
139456259,82025,,456607.58,2025-04-01
139454226,72025,,695000.0,2025-04-01
139446804,62025,,223000.0,2025-04-01
139455963,12026,,488929.01,2025-04-01
139468236,92025,,516512.88,2025-04-01
139463761,32025,,203000.0,2025-04-01
139449739,32025,,225000.0,2025-04-01
139461768,32025,,445000.0,2025-04-01
139464958,12026,,690561.13,2025-04-01
139453971,62025,,483000.0,2025-04-01
139445757,52025,,193000.0,2025-04-01
139437041,92025,,257990.11,2025-04-01
139451555,32025,,190000.0,2025-04-01
139459946,122025,,416222.03,2025-04-01
139438813,112025,,227869.3,2025-04-01
139441443,122025,,142607.75,2025-04-01
139460987,22025,,212000.0,2025-04-01
139459512,22025,,79000.0,2025-04-01
139465747,12026,,153758.69,2025-04-01
139465836,42025,,199000.0,2025-04-01
139442788,32025,,800000.0,2025-04-01
139444878,22026,,201108.53,2025-04-01
139437447,22025,,581000.0,2025-04-01
139453171,82025,,350000.0,2025-04-01
139453503,22026,,279682.71,2025-04-01
139457415,42025,,180000.0,2025-04-01
139456143,32025,,416000.0,2025-04-01
139451327,22025,,258000.0,2025-04-01
139455700,82025,,179446.02,2025-04-01
139466632,32026,,129296.11,2025-04-01
139466287,42025,,114000.0,2025-04-01
139465489,92025,,87924.87,2025-04-01
139465547,32026,,604333.61,2025-04-01
139461143,92025,,479071.93,2025-04-01
139445986,102025,,282538.19,2025-04-01
139447985,22025,,209000.0,2025-04-01
139436063,92025,,899316.22,2025-04-01
139461787,122025,,39619.59,2025-04-01
139445051,102025,,112675.24,2025-04-01
139455171,72025,,313015.71,2025-04-01
139470169,32026,,221132.12,2025-04-01
139447896,112025,,362052.22,2025-04-01
139462138,22026,,144027.68,2025-04-01
139458094,92025,,297893.16,2025-04-01
139466698,122025,,691320.34,2025-04-01
139438850,32026,,314664.61,2025-04-01
139456487,32026,,185260.55,2025-04-01
139468490,22025,,194000.0,2025-04-01
139462759,102025,,579570.64,2025-04-01
139464719,22025,,509000.0,2025-04-01
139439101,12025,,531000.0,2025-04-01
139458477,92025,,235643.62,2025-04-01
139445947,52025,,238000.0,2025-04-01
139444766,32025,,125000.0,2025-04-01
139456817,12026,,141902.44,2025-04-01
139468376,22025,,167000.0,2025-04-01
139444597,122025,,360027.03,2025-04-01
139462011,32025,,131000.0,2025-04-01
139439844,82025,,73013.43,2025-04-01
139441866,42025,,206000.0,2025-04-01
139460045,92025,,110620.71,2025-04-01
139443801,12026,,726908.86,2025-04-01
139465451,52025,,133000.0,2025-04-01
139441757,102025,,389965.2,2025-04-01
139468058,32026,,618966.31,2025-04-01
139460896,22025,,280000.0,2025-04-01
139451465,42025,,363000.0,2025-04-01
139445756,12026,,263014.73,2025-04-01
139452075,102025,,246848.16,2025-04-01
139456438,12026,,186904.0,2025-04-01
139454780,22025,,409000.0,2025-04-01
139463997,12025,,209000.0,2025-04-01
139440320,92025,,223545.37,2025-04-01
139461637,92025,,159911.34,2025-04-01
139458875,122025,,254076.25,2025-04-01
139467999,52025,,398000.0,2025-04-01
139441553,122025,,269362.01,2025-04-01
139454343,52025,,340000.0,2025-04-01
139445955,22026,,590159.11,2025-04-01
139463048,22025,,326000.0,2025-04-01
139458532,72025,,469000.0,2025-04-01
139438220,62025,,339000.0,2025-04-01
139436597,82025,,477607.09,2025-04-01
139460169,32026,,189655.76,2025-04-01
139461393,92025,,0.0,2025-04-01
139455849,22025,,486000.0,2025-04-01
139445203,52025,,511000.0,2025-04-01
139436081,12026,,324314.21,2025-04-01
139447312,42025,,153000.0,2025-04-01
139465625,42025,,212000.0,2025-04-01
139451292,72025,,386000.0,2025-04-01
139466263,82025,,252000.0,2025-04-01
139440265,72025,,600084.39,2025-04-01
139465006,12026,,268701.8,2025-04-01
139464418,102025,,163497.89,2025-04-01
139461633,62025,,123000.0,2025-04-01
139460343,82025,,52805.81,2025-04-01
139465024,12026,,69129.75,2025-04-01
139436103,52025,,178000.0,2025-04-01
139440683,32025,,765000.0,2025-04-01
139460157,122025,,494344.84,2025-04-01
139463656,52025,,423000.0,2025-04-01
139451525,72025,,382093.68,2025-04-01
139452887,22026,,208072.6,2025-04-01
139455212,62025,,155000.0,2025-04-01
139459058,62025,,368000.0,2025-04-01
139468183,122025,,79062.6,2025-04-01
139447585,122025,,404000.0,2025-04-01
139459940,92025,,0.0,2025-04-01
139439426,62025,,180000.0,2025-04-01
139445417,112025,,324785.41,2025-04-01
139448999,22025,,207000.0,2025-04-01
139464025,22025,,281000.0,2025-04-01
139445266,42025,,290000.0,2025-04-01
139438465,122025,,122733.04,2025-04-01
139460181,102025,,476840.26,2025-04-01
139466145,122025,,563400.3,2025-04-01
139438112,32026,,73803.47,2025-04-01
139458115,92025,,71651.89,2025-04-01
139446017,22025,,179000.0,2025-04-01
139440669,52025,,140000.0,2025-04-01
139439839,62025,,319000.0,2025-04-01
139463075,102025,,312503.51,2025-04-01
139437550,22025,,101000.0,2025-04-01
139455320,92025,,368638.24,2025-04-01
139440415,12026,,163023.7,2025-04-01
139451223,102025,,150633.41,2025-04-01
139455016,92025,,380373.63,2025-04-01
139446350,112025,,145872.93,2025-04-01
139447250,82025,,250326.82,2025-04-01
139438811,12025,,313000.0,2025-04-01
139441973,62025,,493000.0,2025-04-01
139467948,112025,,167019.56,2025-04-01
139466102,22026,,216597.34,2025-04-01
139445598,42025,,153000.0,2025-04-01
139444115,32026,,792869.54,2025-04-01
139457069,82025,,222843.24,2025-04-01
139438624,92025,,295388.28,2025-04-01
139460883,62025,,104000.0,2025-04-01
139450719,12026,,228596.33,2025-04-01
139456058,32025,,187000.0,2025-04-01
139467800,12026,,281211.64,2025-04-01
139467831,52025,,33000.0,2025-04-01
139443616,72025,,236000.0,2025-04-01
139464686,32026,,107029.7,2025-04-01
139441519,112025,,282318.64,2025-04-01
139459604,42025,,195000.0,2025-04-01
139456924,12025,,662000.0,2025-04-01
139469611,52025,,190000.0,2025-04-01
139435834,112025,,276892.13,2025-04-01
139469553,102025,,0.0,2025-04-01
139459141,12026,,148548.13,2025-04-01
139466897,62025,,132000.0,2025-04-01
139452530,112025,,263317.89,2025-04-01
139437867,62025,,803000.0,2025-04-01
139449484,42025,,478000.0,2025-04-01
139465226,92025,,507862.21,2025-04-01
139451114,12026,,454761.21,2025-04-01
139448893,122025,,306535.07,2025-04-01
139464743,72025,,379388.2,2025-04-01
139466076,32025,,710000.0,2025-04-01
139437974,72025,,206000.0,2025-04-01
139452198,32025,,199000.0,2025-04-01
139466264,112025,,434051.03,2025-04-01
139441648,122025,,501998.86,2025-04-01
139467598,32025,,100000.0,2025-04-01
139465530,52025,,233000.0,2025-04-01
139438014,112025,,244459.45,2025-04-01
139464808,32026,,122031.11,2025-04-01
139452401,82025,,224789.07,2025-04-01
139451188,12026,,414185.64,2025-04-01
139455368,42025,,198000.0,2025-04-01
139448541,72025,,385000.0,2025-04-01
139444837,62025,,304000.0,2025-04-01
139466101,62025,,264000.0,2025-04-01
139449808,72025,,150000.0,2025-04-01
139469679,22025,,260000.0,2025-04-01
139466506,12026,,158168.71,2025-04-01
139444607,122025,,207802.7,2025-04-01
139454899,62025,,776574.22,2025-04-01
139466601,82025,,112000.0,2025-04-01
139438605,62025,,199000.0,2025-04-01
139456737,122025,,395422.0,2025-04-01
139461123,102025,,366141.83,2025-04-01
139463737,42025,,181000.0,2025-04-01
139452129,72025,,243000.0,2025-04-01
139436605,32026,,0.0,2025-04-01
139440958,62025,,432000.0,2025-04-01
139460177,32025,,0.0,2025-04-01
139450741,22025,,398000.0,2025-04-01
139451518,92025,,100214.61,2025-04-01
139461255,92025,,363581.66,2025-04-01
139456632,12025,,445000.0,2025-04-01
139448216,82025,,283238.11,2025-04-01
139438388,22026,,196501.44,2025-04-01
139456174,102025,,138743.91,2025-04-01
139445501,62025,,349000.0,2025-04-01
139462046,52025,,792000.0,2025-04-01
139437662,82025,,48634.18,2025-04-01
139457869,42025,,185000.0,2025-04-01
139446122,52025,,256000.0,2025-04-01
139443430,92025,,153884.53,2025-04-01
139450173,92025,,547595.81,2025-04-01
139451669,32026,,412727.36,2025-04-01
139440691,22025,,227000.0,2025-04-01
139456080,122025,,538103.86,2025-04-01
139469644,102025,,217949.64,2025-04-01
139468025,112025,,424029.5,2025-04-01
139458916,12025,,193000.0,2025-04-01
139458568,42025,,412000.0,2025-04-01
139458785,82025,,260000.0,2025-04-01
139439951,72025,,199000.0,2025-04-01
139464915,122025,,0.0,2025-04-01
139455014,12025,,399000.0,2025-04-01
139468821,22025,,165000.0,2025-04-01
139458683,62025,,994000.0,2025-04-01
139470044,22025,,154000.0,2025-04-01
139465258,22025,,612000.0,2025-04-01
139461411,112025,,312349.15,2025-04-01
139449465,102025,,91147.29,2025-04-01
139464838,22025,,639000.0,2025-04-01
139457520,32025,,341000.0,2025-04-01
139439438,122025,,222105.92,2025-04-01
139468461,42025,,424000.0,2025-04-01
139443076,52025,,271000.0,2025-04-01
139462798,32026,,190252.82,2025-04-01
139463155,72025,,171000.0,2025-04-01
139449837,22025,,541000.0,2025-04-01
139463200,122025,,297096.2,2025-04-01
139448017,22025,,246000.0,2025-04-01
139437524,72025,,156000.0,2025-04-01
139461660,62025,,406000.0,2025-04-01
139451723,62025,,334000.0,2025-04-01
139440123,52025,,147000.0,2025-04-01
139464915,72025,,98000.0,2025-04-01
139459297,112025,,404559.89,2025-04-01
139464432,12025,,206000.0,2025-04-01
139437892,52025,,209000.0,2025-04-01
139459738,12026,,167369.43,2025-04-01
139452865,102025,,288026.56,2025-04-01
139447600,22026,,84559.35,2025-04-01
139452568,82025,,238180.99,2025-04-01
139438813,102025,,228087.59,2025-04-01
139457294,22025,,773000.0,2025-04-01
139448977,12025,,514000.0,2025-04-01
139452683,122025,,706595.89,2025-04-01
139443658,22026,,279143.44,2025-04-01
139437034,12025,,549000.0,2025-04-01
139460439,32025,,129000.0,2025-04-01
139462447,42025,,532000.0,2025-04-01
139437534,12026,,252069.17,2025-04-01
139436697,122025,,178912.8,2025-04-01
139443390,32025,,112000.0,2025-04-01
139456548,32026,,159038.05,2025-04-01
139442893,42025,,363000.0,2025-04-01
139454997,22026,,445023.76,2025-04-01
139445023,72025,,80622.25,2025-04-01
139455073,122025,,182882.67,2025-04-01
139446659,102025,,227069.06,2025-04-01
139459584,22025,,515000.0,2025-04-01
139435781,102025,,636621.39,2025-04-01
139454658,12025,,91000.0,2025-04-01
139446905,122025,,294741.67,2025-04-01
139460326,102025,,124100.89,2025-04-01
139455857,82025,,481670.32,2025-04-01
139448343,12025,,384000.0,2025-04-01
139464735,32025,,569000.0,2025-04-01
139445351,22025,,240000.0,2025-04-01
139458609,32025,,230000.0,2025-04-01
139436501,82025,,385341.29,2025-04-01
139446544,52025,,537000.0,2025-04-01
139448613,72025,,271000.0,2025-04-01
139460178,102025,,231347.33,2025-04-01
139443305,82025,,262000.0,2025-04-01
139451574,32025,,264000.0,2025-04-01
139447138,22025,,152000.0,2025-04-01
139438840,32026,,280317.64,2025-04-01
139446026,42025,,154000.0,2025-04-01
139445700,92025,,293721.03,2025-04-01
139454536,72025,,371000.0,2025-04-01
139454917,22025,,248000.0,2025-04-01
139450200,102025,,224710.68,2025-04-01
139457379,62025,,264000.0,2025-04-01
139454744,22025,,341000.0,2025-04-01
139461721,112025,,188177.35,2025-04-01
139447637,92025,,283543.24,2025-04-01
139440405,32026,,186547.65,2025-04-01
139442892,52025,,643000.0,2025-04-01
139446566,32026,,331359.84,2025-04-01
139465629,122025,,166869.88,2025-04-01
139445395,42025,,207000.0,2025-04-01
139456047,32026,,619320.53,2025-04-01
139439031,32025,,801000.0,2025-04-01
139451015,122025,,295323.52,2025-04-01
139451898,12026,,368866.3,2025-04-01
139462652,52025,,75000.0,2025-04-01
139447043,32026,,87247.36,2025-04-01
139436635,22025,,187000.0,2025-04-01
139441753,42025,,492000.0,2025-04-01
139455994,12025,,260000.0,2025-04-01
139462659,62025,,227000.0,2025-04-01
139466257,32026,,398507.56,2025-04-01
139436560,42025,,114000.0,2025-04-01
139445630,22026,,104199.06,2025-04-01
139464765,32025,,100000.0,2025-04-01
139450353,12025,,807000.0,2025-04-01
139454908,62025,,203000.0,2025-04-01
139440016,52025,,232000.0,2025-04-01
139465195,72025,,432000.0,2025-04-01
139457779,32026,,753128.79,2025-04-01
139440588,72025,,447000.0,2025-04-01
139444679,82025,,136192.2,2025-04-01
139445529,102025,,327073.51,2025-04-01
139452417,92025,,397427.28,2025-04-01
139456702,32025,,424000.0,2025-04-01
139445789,22026,,259826.88,2025-04-01
139466371,82025,,311205.95,2025-04-01
139447510,62025,,422000.0,2025-04-01
139440376,82025,,209296.46,2025-04-01
139452260,102025,,200687.38,2025-04-01
139437946,52025,,279000.0,2025-04-01
139460823,42025,,312000.0,2025-04-01
139464948,72025,,327000.0,2025-04-01
139467527,32026,,222049.81,2025-04-01
139466614,32025,,527000.0,2025-04-01
139450128,62025,,43000.0,2025-04-01
139445283,32026,,194500.0,2025-04-01
139465285,62025,,400933.85,2025-04-01
139436092,62025,,287000.0,2025-04-01
139460044,32025,,232000.0,2025-04-01
139458563,22025,,107000.0,2025-04-01
139454960,92025,,413999.2,2025-04-01
139446551,52025,,986000.0,2025-04-01
139437634,42025,,205000.0,2025-04-01
139437107,12025,,231000.0,2025-04-01
139451081,112025,,75873.57,2025-04-01
139444830,102025,,260563.63,2025-04-01
139468355,12025,,308000.0,2025-04-01
139460199,92025,,801904.15,2025-04-01
139447944,72025,,540000.0,2025-04-01
139458480,22025,,258000.0,2025-04-01
139436465,12025,,280000.0,2025-04-01
139453827,62025,,65000.0,2025-04-01
139461803,62025,,608000.0,2025-04-01
139450096,122025,,189094.36,2025-04-01
139439164,82025,,199000.0,2025-04-01
139448022,112025,,264239.32,2025-04-01
139436892,42025,,541000.0,2025-04-01
139456961,32026,,272344.66,2025-04-01
139458928,112025,,130763.57,2025-04-01
139467487,42025,,215000.0,2025-04-01
139466499,12025,,40000.0,2025-04-01
139456796,112025,,236466.58,2025-04-01
139470100,32025,,61000.0,2025-04-01
139446339,32025,,147000.0,2025-04-01
139457085,62025,,250000.0,2025-04-01
139440719,22026,,161997.61,2025-04-01
139438743,92025,,258460.66,2025-04-01
139437062,112025,,430132.37,2025-04-01
139453100,62025,,395000.0,2025-04-01
139467545,12025,,79000.0,2025-04-01
139461938,92025,,439858.02,2025-04-01
139462639,72025,,150000.0,2025-04-01
139446714,12026,,46203.01,2025-04-01
139459326,122025,,213399.51,2025-04-01
139463071,92025,,571463.53,2025-04-01
139449867,42025,,166000.0,2025-04-01
139459144,92025,,446683.14,2025-04-01
139439288,12026,,217699.82,2025-04-01
139453212,42025,,251000.0,2025-04-01
139458029,22026,,375360.38,2025-04-01
139464893,62025,,205917.43,2025-04-01
139452847,32025,,436000.0,2025-04-01
139462659,52025,,227000.0,2025-04-01
139464415,62025,,663000.0,2025-04-01
139439806,82025,,354325.52,2025-04-01
139443701,112025,,286272.24,2025-04-01
139441170,22025,,509000.0,2025-04-01
139437072,112025,,176951.33,2025-04-01
139463068,82025,,423014.9,2025-04-01
139454518,102025,,414991.68,2025-04-01
139468365,32026,,205815.68,2025-04-01
139449174,102025,,168425.13,2025-04-01
139444230,52025,,109000.0,2025-04-01
139444787,122025,,458202.55,2025-04-01
139455240,62025,,228311.69,2025-04-01
139436093,22025,,233000.0,2025-04-01
139442119,102025,,177931.12,2025-04-01
139448989,102025,,429849.6,2025-04-01
139442931,82025,,193888.74,2025-04-01
139468962,72025,,50000.0,2025-04-01
139444106,102025,,381702.53,2025-04-01
139450559,22025,,271000.0,2025-04-01
139467624,82025,,520735.43,2025-04-01
139439103,82025,,174867.99,2025-04-01
139446813,32025,,347000.0,2025-04-01
139455292,42025,,842000.0,2025-04-01
139467818,22025,,90000.0,2025-04-01
139439605,12026,,252563.11,2025-04-01
139460776,112025,,289785.14,2025-04-01
139454299,82025,,99000.0,2025-04-01
139452339,32026,,246249.84,2025-04-01
139440798,92025,,328557.52,2025-04-01
139439245,62025,,275000.0,2025-04-01
139447818,82025,,298294.33,2025-04-01
139452137,22026,,791266.48,2025-04-01
139459123,22025,,634000.0,2025-04-01
139463677,92025,,210430.67,2025-04-01
139459923,12025,,235000.0,2025-04-01
139460825,112025,,286683.2,2025-04-01
139442142,72025,,224000.0,2025-04-01
139457532,122025,,75852.35,2025-04-01
139469544,32026,,230744.09,2025-04-01
139460987,32025,,212000.0,2025-04-01
139440008,32025,,292000.0,2025-04-01
139449670,102025,,139251.18,2025-04-01
139445038,92025,,48628.85,2025-04-01
139461931,32026,,468308.9,2025-04-01
139464875,22025,,449000.0,2025-04-01
139451273,82025,,362966.31,2025-04-01
139447108,72025,,91766.56,2025-04-01
139465330,32025,,356000.0,2025-04-01
139460095,112025,,575617.74,2025-04-01
139460350,12025,,320000.0,2025-04-01
139454357,22026,,153755.61,2025-04-01
139466410,22026,,483427.24,2025-04-01
139435641,32025,,449000.0,2025-04-01
139436115,12026,,389969.18,2025-04-01
139469618,32026,,157951.14,2025-04-01
139468958,42025,,540000.0,2025-04-01
139469692,92025,,389507.85,2025-04-01
139467597,72025,,476000.0,2025-04-01
139440174,82025,,682574.11,2025-04-01
139447514,122025,,505551.76,2025-04-01
139468863,52025,,179000.0,2025-04-01
139467260,102025,,568148.97,2025-04-01
139460804,12025,,464000.0,2025-04-01
139451000,32026,,568422.68,2025-04-01
139442374,52025,,237000.0,2025-04-01
139466426,32025,,806000.0,2025-04-01
139444711,12026,,371325.91,2025-04-01
139456368,112025,,456375.21,2025-04-01
139459227,32025,,359000.0,2025-04-01
139451058,102025,,150724.95,2025-04-01
139454456,52025,,735000.0,2025-04-01
139441835,32025,,805000.0,2025-04-01
139467262,32026,,524515.84,2025-04-01
139440335,32026,,145917.98,2025-04-01
139436963,22025,,70000.0,2025-04-01
139449032,82025,,367272.77,2025-04-01
139446345,22026,,649209.79,2025-04-01
139469910,12025,,486000.0,2025-04-01
139457879,112025,,45047.89,2025-04-01
139446464,22026,,553404.44,2025-04-01
139445159,92025,,379586.4,2025-04-01
139435508,32026,,296225.17,2025-04-01
139442407,22026,,383399.3,2025-04-01
139461149,12026,,183205.42,2025-04-01
139458765,102025,,359775.45,2025-04-01
139463487,32026,,349382.0,2025-04-01
139464166,32026,,580485.94,2025-04-01
139444174,122025,,288340.72,2025-04-01
139455842,52025,,165000.0,2025-04-01
139459249,12025,,336000.0,2025-04-01
139447075,42025,,258000.0,2025-04-01
139440161,42025,,180000.0,2025-04-01
139448432,92025,,312833.14,2025-04-01
139453479,92025,,272327.1,2025-04-01
139460577,32026,,157351.78,2025-04-01
139450494,62025,,228000.0,2025-04-01
139463009,32026,,778745.9,2025-04-01
139450408,82025,,272000.0,2025-04-01
139443771,22026,,384934.63,2025-04-01
139446820,32026,,215814.04,2025-04-01
139438371,22025,,274000.0,2025-04-01
139456723,12025,,300000.0,2025-04-01
139437078,32025,,525000.0,2025-04-01
139436037,112025,,303606.08,2025-04-01
139439300,32026,,426753.73,2025-04-01
139435562,112025,,177712.41,2025-04-01
139455437,12025,,177000.0,2025-04-01
139452502,22025,,173000.0,2025-04-01
139439897,112025,,210395.93,2025-04-01
139460288,32025,,522000.0,2025-04-01
139450920,12025,,464000.0,2025-04-01
139445825,62025,,216770.38,2025-04-01
139464160,12025,,248000.0,2025-04-01
139463634,112025,,98237.19,2025-04-01
139441375,32025,,373000.0,2025-04-01
139447543,32026,,405626.59,2025-04-01
139448842,122025,,280557.12,2025-04-01
139464292,12025,,198000.0,2025-04-01
139463142,52025,,802000.0,2025-04-01
139450417,82025,,642098.44,2025-04-01
139460061,22026,,203349.57,2025-04-01
139459604,92025,,194122.43,2025-04-01
139445003,42025,,279000.0,2025-04-01
139442253,22026,,278866.88,2025-04-01
139470014,112025,,281650.31,2025-04-01
139444133,12026,,240894.41,2025-04-01
139465143,22026,,197764.5,2025-04-01
139469534,82025,,193988.41,2025-04-01
139461587,32026,,315942.17,2025-04-01
139456194,42025,,169000.0,2025-04-01
139439098,112025,,143911.26,2025-04-01
139465205,32026,,99381.98,2025-04-01
139444259,12025,,280000.0,2025-04-01
139454159,122025,,105760.33,2025-04-01
139465569,72025,,691000.0,2025-04-01
139459532,92025,,207049.23,2025-04-01
139455342,12025,,250000.0,2025-04-01
139456465,72025,,452390.4,2025-04-01
139456890,32026,,201312.81,2025-04-01
139464674,102025,,683490.08,2025-04-01
139459885,12026,,98610.95,2025-04-01
139461560,72025,,180000.0,2025-04-01
139465308,12026,,172000.0,2025-04-01
139443774,62025,,127000.0,2025-04-01
139444850,12026,,204136.62,2025-04-01
139458600,92025,,630102.07,2025-04-01
139450203,122025,,186630.86,2025-04-01
139439540,22025,,580000.0,2025-04-01
139464829,62025,,262000.0,2025-04-01
139460249,32026,,483588.01,2025-04-01
139447122,62025,,556000.0,2025-04-01
139445693,122025,,361391.43,2025-04-01
139457557,32025,,232000.0,2025-04-01
139447672,12025,,594000.0,2025-04-01
139445195,82025,,327509.92,2025-04-01
139443540,12026,,0.0,2025-04-01
139449162,42025,,221000.0,2025-04-01
139438408,82025,,245425.11,2025-04-01
139462563,12025,,624000.0,2025-04-01
139453929,12025,,248000.0,2025-04-01
139454427,32026,,106493.82,2025-04-01
139452526,22025,,304000.0,2025-04-01
139462233,72025,,168000.0,2025-04-01
139468478,42025,,404000.0,2025-04-01
139451286,32025,,285000.0,2025-04-01
139468335,12026,,284854.83,2025-04-01
139456112,42025,,291000.0,2025-04-01
139448248,122025,,291399.54,2025-04-01
139454365,102025,,98661.88,2025-04-01
139440339,42025,,256000.0,2025-04-01
139448476,122025,,0.0,2025-04-01
139461724,42025,,299000.0,2025-04-01
139443285,92025,,421585.19,2025-04-01
139465197,12026,,257733.46,2025-04-01
139461060,112025,,342104.55,2025-04-01
139447857,32026,,109805.78,2025-04-01
139447443,12026,,81660.35,2025-04-01
139448589,12025,,643000.0,2025-04-01
139455850,112025,,256712.76,2025-04-01
139469475,92025,,461536.24,2025-04-01
139452804,122025,,368486.07,2025-04-01
139457400,102025,,616885.49,2025-04-01
139468831,62025,,224000.0,2025-04-01
139461780,42025,,369000.0,2025-04-01
139463564,52025,,3000.0,2025-04-01
139436338,122025,,790514.11,2025-04-01
139441451,122025,,168100.32,2025-04-01
139450785,122025,,256502.97,2025-04-01
139447777,112025,,286669.99,2025-04-01
139442768,32026,,305684.48,2025-04-01
139457288,22026,,251897.94,2025-04-01
139466381,122025,,344429.15,2025-04-01
139466052,62025,,151000.0,2025-04-01
139445964,42025,,179000.0,2025-04-01
139442508,12025,,363000.0,2025-04-01
139457511,22026,,384629.49,2025-04-01
139445604,122025,,273954.52,2025-04-01
139465348,102025,,231724.73,2025-04-01
139437658,122025,,418688.23,2025-04-01
139443431,52025,,298000.0,2025-04-01
139461415,12026,,424073.35,2025-04-01
139467198,12026,,239624.65,2025-04-01
139458385,22026,,236391.39,2025-04-01
139439200,22025,,344000.0,2025-04-01
139447910,102025,,178129.8,2025-04-01
139446035,42025,,254000.0,2025-04-01
139448753,72025,,239000.0,2025-04-01
139451063,62025,,259082.3,2025-04-01
139469664,42025,,431000.0,2025-04-01
139436975,92025,,66265.3,2025-04-01
139462116,72025,,674000.0,2025-04-01
139453077,62025,,218000.0,2025-04-01
139445511,12025,,269000.0,2025-04-01
139462741,72025,,91000.0,2025-04-01
139446081,22026,,323723.84,2025-04-01
139439029,62025,,241000.0,2025-04-01
139444648,62025,,356000.0,2025-04-01
139461472,82025,,217868.24,2025-04-01
139467916,32026,,115784.88,2025-04-01
139468125,42025,,318000.0,2025-04-01
139466222,32025,,133000.0,2025-04-01
139457845,122025,,794803.06,2025-04-01
139437989,22026,,502393.12,2025-04-01
139446158,12026,,99846.58,2025-04-01
139446571,12025,,127000.0,2025-04-01
139457399,92025,,210007.44,2025-04-01
139448397,12026,,330977.38,2025-04-01
139441795,12025,,275000.0,2025-04-01
139465089,102025,,396905.29,2025-04-01
139448115,112025,,211102.02,2025-04-01
139469061,72025,,223552.79,2025-04-01
139457289,32026,,165340.86,2025-04-01
139449682,52025,,180000.0,2025-04-01
139455225,32026,,440422.96,2025-04-01
139470121,62025,,198000.0,2025-04-01
139446079,52025,,144000.0,2025-04-01
139462886,82025,,214697.64,2025-04-01
139469771,122025,,275184.19,2025-04-01
139444139,22025,,185000.0,2025-04-01
139436555,22025,,425000.0,2025-04-01
139462599,32026,,94304.9,2025-04-01
139451340,102025,,260562.98,2025-04-01
139463873,52025,,195000.0,2025-04-01
139446362,32026,,553916.8,2025-04-01
139461737,42025,,176000.0,2025-04-01
139459379,82025,,503000.0,2025-04-01
139449258,122025,,0.0,2025-04-01
139467241,122025,,461434.55,2025-04-01
139446963,22025,,137000.0,2025-04-01
139466186,52025,,1010000.0,2025-04-01
139466808,102025,,799713.72,2025-04-01
139468893,22025,,99000.0,2025-04-01
139463273,82025,,351386.15,2025-04-01
139437426,22026,,88398.68,2025-04-01
139442498,102025,,564075.13,2025-04-01
139452975,82025,,367000.0,2025-04-01
139466103,102025,,602885.79,2025-04-01
139467514,32026,,358424.43,2025-04-01
139459808,22026,,70706.22,2025-04-01
139461377,32025,,140000.0,2025-04-01
139455490,22025,,162000.0,2025-04-01
139437290,22025,,450000.0,2025-04-01
139467400,122025,,129225.21,2025-04-01
139453883,112025,,491051.12,2025-04-01
139448956,12025,,476000.0,2025-04-01
139463893,52025,,174000.0,2025-04-01
139463966,112025,,291783.46,2025-04-01
139457641,12025,,256000.0,2025-04-01
139460158,102025,,129735.93,2025-04-01
139469260,12025,,316000.0,2025-04-01
139456908,12026,,336414.61,2025-04-01
139456504,52025,,544000.0,2025-04-01
139469005,92025,,208337.69,2025-04-01
139452843,122025,,151380.48,2025-04-01
139455388,112025,,369626.76,2025-04-01
139464775,62025,,109887.21,2025-04-01
139444977,52025,,239000.0,2025-04-01
139453569,22026,,618508.57,2025-04-01
139464424,112025,,158325.91,2025-04-01
139447540,22025,,344000.0,2025-04-01
139455179,52025,,406000.0,2025-04-01
139464418,92025,,163654.34,2025-04-01
139455321,22025,,295000.0,2025-04-01
139455112,12025,,246000.0,2025-04-01
139446663,92025,,346296.53,2025-04-01
139451550,92025,,405697.43,2025-04-01
139439480,32025,,498000.0,2025-04-01
139447575,12025,,291000.0,2025-04-01
139469852,72025,,91000.0,2025-04-01
139462034,102025,,311781.41,2025-04-01
139461529,42025,,491000.0,2025-04-01
139444170,12025,,231000.0,2025-04-01
139462302,12026,,222349.73,2025-04-01
139451214,22025,,712000.0,2025-04-01
139469446,92025,,267824.49,2025-04-01
139465568,82025,,328000.0,2025-04-01
139449516,22026,,0.0,2025-04-01
139450080,112025,,148607.4,2025-04-01
139461186,42025,,439000.0,2025-04-01
139453606,102025,,187744.88,2025-04-01
139461373,122025,,17598.14,2025-04-01
139438582,22025,,300000.0,2025-04-01
139459617,12026,,384894.69,2025-04-01
139466512,12025,,520000.0,2025-04-01
139462303,92025,,264962.14,2025-04-01
139468064,82025,,144647.5,2025-04-01
139459828,122025,,359766.3,2025-04-01
139446432,12025,,166000.0,2025-04-01
139446359,32026,,351737.52,2025-04-01
139445014,92025,,276196.21,2025-04-01
139447985,42025,,208000.0,2025-04-01
139460657,112025,,87573.05,2025-04-01
139464084,22026,,162948.67,2025-04-01
139449336,32026,,81718.1,2025-04-01
139455522,82025,,151478.37,2025-04-01
139450694,22026,,210902.82,2025-04-01
139444567,102025,,143367.19,2025-04-01
139440547,82025,,591080.33,2025-04-01
139437131,32026,,685988.95,2025-04-01
139459392,102025,,124872.78,2025-04-01
139468577,52025,,164000.0,2025-04-01
